ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Jahresumsatz;Verkaufsflaeche
2087;56856;Zell/ Mosel-Barl;Zur alten Schanze 7;87654;29218;262962
2088;55276;Oppenheim;St.Ambrogio-Ring 1;68904;22968;229680
2089;55286;Wörrstadt;Gutenbergstr. 3;16712;8356;66848
2090;55481;Kirchberg;Freiherr-von-Drais-Straße;125400;41800;334400
2091;55545;Bad Kreuznach;Mainzer Str. 1;163098;54366;434928
2092;55545;Bad Kreuznach;Brückes 36-40;66944;33472;334720
2093;55543;Bad Kreuznach;Alzeyer Str. 1;104650;52325;523250
2094;55597;Wöllstein;In der Krummgewann 18;37692;18846;188460
2095;55491;Büchenbeuren;Im Schiffels 3;119415;39805;278635
2096;54595;Prüm;Bahnhofstr. 32;92224;46112;230560
2097;56841;Traben-Trarbach;Neue Str. 1;62910;31455;188730
2098;55239;Gau-Odernheim;Bahnstr. 5;104900;52450;472050
2099;55583;Bad Münster-Ebernburg;Zur Alsenz 2;71366;35683;356830
2100;55624;Rhaunen;Im Weihersweiler 1;67200;33600;268800
2101;54516;Wittlich;Kurfürstenstr. 69;119757;39919;359271
2102;55232;Alzey;Galgenwiesenweg 4-6;46244;23122;115610
2103;54470;Bernkastel-Kues;Cusanusstr. 53;79914;39957;239742
2104;55566;Bad Sobernheim;Monzinger Str. 91;113616;37872;227232
2105;54655;Kyllburg;Bademerstr. 73;71570;35785;250495
2106;55606;Kirn;Jakob-Müller-Str. 2;54756;27378;191646
2107;54528;Salmtal;Neuer Bahnhof 7;21070;10535;84280
2108;54497;Morbach;Am Dreieck 1;109616;54808;548080
2109;55743;Idar-Oberstein;Vollmersbachstr. 75;107559;35853;179265
2110;54634;Bitburg;Saarstr. 58;31650;10550;63300
2111;55743;Idar-Oberstein;Otto-Decker-Str. 5-11;177324;59108;354648
2112;54673;Neuerburg;Kölner Str. 4;164736;54912;329472
2113;54338;Schweich;In den Schlimmfuhren 7;42260;21130;105650
2114;55765;Birkenfeld;Wasserschiederstr. 44;152208;50736;405888
2115;54292;Trier-Nord;Verteilerring 1;12690;6345;31725
2116;54296;Trier-Kürenz;Robert-Schuman-Allee 31;158700;52900;370300
2117;54294;Trier-West;Hornstr. 23;44457;14819;88914
2118;54411;Hermeskeil;Gusenburger Str. 1;118608;59304;533736
2119;54290;Trier-St.Matthias;Matthiasstr. 7-9;63570;31785;286065
2120;54329;Konz;Roscheider Str. 1;50880;25440;228960
2121;54439;Saarburg;Im Hagen 27;114534;57267;343602
2122;65620;Waldbrunn-Fussingen;In der Struth 2A;8488;4244;25464
2123;65599;Dornburg-Frickhofen;Langendernbacherstr. 47A;95535;31845;286605
2124;63679;Schotten;Märzwiese 1;101952;50976;509760
2125;65594;Runkel-Dehrn;Am Dehrner Hafen 2;114750;38250;306000
2126;63667;Nidda;Rauner Graben 17;93544;46772;420948
2127;65556;Limburg-Staffel;Elzer Str. 28;80826;40413;323304
2128;63688;Gedern;An der Bornwiese 4;106400;53200;425600
2129;61231;Bad Nauheim;Frankfurter Str. 7-9;21290;10645;74515
2130;65549;Limburg;Industriestr. 32;46860;23430;187440
2131;61250;Usingen;Bahnhofstr. 6;115074;38358;230148
2132;61169;Friedberg;Fauerbacher Str. 5;19188;6396;51168
2133;61169;Friedberg;Pfingstweide 26;83187;27729;194103
2134;61197;Florstadt;Am Schwarzen Berg, Flur 2;25608;8536;59752
2135;61267;Neu-Anspach;Rudolf-Diesel-Str. 1/3;115290;57645;576450
2136;65520;Bad Camberg;Beuerbacher Landstr. 1;51264;25632;230688
2137;63654;Büdingen;Düdelsheimer Str. 28A;128220;42740;256440
2138;61381;Friedrichsdorf/ Taunus;Cheshamerstr. 2;94072;47036;282216
2139;61389;Schmitten/ Taunus;Brunhildestr. 75;77004;38502;385020
2140;61130;Nidderau-Heldenbergen;Friedberger Str. 86;25680;8560;77040
2141;65510;Idstein;Limburger Str. 71;128460;64230;449610
2142;63546;Hammersbach-Langenbergheim;Am Lachbach 9;167076;55692;334152
2143;65326;Aarbergen-Michelbach;Im Aartal 18A;107150;53575;267875
2144;61440;Oberursel/ Taunus;Hohemarkstr. 67-69;57888;19296;154368
2145;63628;Bad Soden-Salmünster;Am Palmusacker 6;160875;53625;429000
2146;61137;Schöneck-Kilianstädten;Uferstr. 10;98716;49358;394864
2147;61440;Oberursel/ Taunus;Pfeiffstr. 3;38646;19323;115938
2148;60437;Frankfurt/ Main-Eschbach;Berner Str. 44-48;148212;49404;296424
2149;63607;Wächtersbach;Main-Kinzig-Str. 32;19341;6447;64470
2150;61118;Bad Vilbel;Friedberger Str. 89B;6450;2150;19350
2151;60438;Frankfurt/ Main-Riedberg;Zur Kalbacher Höhe 6;103248;34416;172080
2152;60439;Frankfurt Riedberg;Kalbacher Höhe 6;129120;43040;387360
2153;61118;Bad Vilbel;Alte Frankfurter Str. 15;167934;55978;503802
2154;63486;Bruchköbel;Keltenstr. 2-6;8616;4308;21540
2155;60439;Frankfurt/ Main-Heddernheim;Heddernheimer Landstr. 130;155160;51720;362040
2156;63571;Gelnhausen;Frankfurter Str. 57;120736;60368;422576
2157;65232;Taunusstein-Neuhof;Auf dem kleinen Feld 40;84123;28041;252369
2158;60433;Frankfurt/ Main-Preungesheim;August-Schanz-Str. 60-64;51792;25896;233064
2159;63505;Langenselbold;Ringstr. 28;32385;10795;97155
2160;65527;Niedernhausen;Platterstr. 11;19440;6480;58320
2161;65760;Eschborn-Niederhöchstadt;Rudolf-Diesel-Str. 16;51864;17288;155592
2162;65817;Eppstein-Vockenhausen;Hauptstr. 130;6486;2162;10810
2163;65824;Schwalbach/ Taunus;Sulzbacher Str. 29-39;64890;32445;194670
2164;63477;Maintal-Bischofsheim;Dörnigheimer Weg 5A;125512;62756;376536
2165;65760;Eschborn;Ginnheimer Str. 10;71445;23815;119075
2166;65812;Bad Soden/ Taunus;Königsteiner Str. 44;116964;38988;233928
2167;65818;Bad Soden;Königsteiner Straße 44;104016;52008;312048
2168;60388;Frankfurt/ Main-Bergen;Röntgenstr. 16;6504;2168;15176
2169;60431;Frankfurt/ Main-Ginnheim;Platenstr. 99;26028;8676;69408
2170;60389;Frankfurt/ Main-Seckbach;Arolser Str. 8;78120;39060;351540
2171;63526;Erlensee;Dieselstr. 3;156312;52104;312624
2172;63477;Maintal-Dörnigheim;Berliner Str. 3;78192;39096;312768
2173;60389;Frankfurt/ Main-Nordend;Friedberger Landstr. 298;84747;28249;141245
2174;63452;Hanau-Lamboy;Kinzigbogen 8;110874;36958;295664
2175;63452;Hanau-Lamboy;Breslauerstr. 1;189225;63075;315375
2176;65307;Bad Schwalbach;Bahnhofstr. 40A;117504;39168;352512
2177;60489;Frankfurt/ Main-Rödelheim;Lorscher str. 41;30478;15239;106673
2178;65232;Taunusstein-Hahn;Gottfried-Keller-Str. 13;126324;63162;315810
2179;60386;Frankfurt/ Main-Fechenheim;Hanauer Landstr. 519;104592;52296;366072
2180;65936;Frankfurt/ Main-Sossenheim;Siegener Str. 69;109000;54500;327000
2181;65835;Liederbach-Alt Niederhofheim;Höchster Str. 1;8724;4362;34896
2182;65835;Liederbach/ Taunus;Hinter der Mühle 3;65460;32730;261840
2183;60486;Frankfurt/ Main-Bockenheim;Schlossstr. 41-49;72039;24013;120065
2184;63454;Hanau-Kesselstadt;Kurt-Schumacher-Platz 1-7/9;124488;41496;373464
2185;63579;Freigericht-Somborn;Gondsrother Str. 3;48070;24035;144210
2186;65929;Frankfurt/ Main-Unterliederbach;Sossenheimer Weg 67;65580;21860;109300
2187;60314;Frankfurt/ Main-Ostend;Hanauer Landstr. 219;34992;17496;157464
2188;63165;Mühlheim/ Main-Dietesheim;Hegelstr. 6;150972;50324;402592
2189;63165;Mühlheim/ Main;Offenbacher Str. 115;30646;15323;91938
2190;65934;Frankfurt/ Main-Nied;Oeserstr. 155;83220;41610;332880
2191;63450;Hanau;Kinzigheimer Weg 130;111741;37247;223482
2192;63067;Offenbach/ Main-Kaiserslei;Berliner Str. 206-216;109600;54800;383600
2193;60326;Frankfurt/ Main-Gallus;Mainzer Landstr. 377-385;21930;10965;98685
2194;60599;Frankfurt/ Main-Sachsenhausen;Offenbacher Landstr. 53;164550;54850;329100
2195;65933;Frankfurt/ Main-Griesheim;Elektronstr. 62;59265;19755;158040
2196;60596;Frankfurt/ Main-Sachsenhausen;Oppenheimer Landstr. 77/79;35136;17568;105408
2197;60598;Frankfurt-Sachsenhausen;Oppenheimer Landstr. 77+79;52728;26364;263640
2198;63071;Offenbach/ Main;Bieberer Str. 225;39564;19782;98910
2199;63456;Hanau-Klein Auheim;Geleitstr. 51;30786;15393;153930
2200;65719;Hofheim/ Taunus;Chinonplatz 6-12;39600;13200;105600
2201;65191;Wiesbaden-Bierstadt;Rostocker Str. 5;13206;6603;46221
2202;60528;Frankfurt/ Main-Niederrad;Goldsteinstr. 155-157;30828;15414;123312
2203;63069;Offenbach/ Main-Lauterborn;Merianstr. 22;57278;28639;229112
2204;63071;Offenbach/ Main;Rowentastr. 10;132240;44080;308560
2205;65830;Kriftel/ Taunus;Kapellenstr. 51;79380;26460;158760
2206;63457;Hanau-Groß Auheim;Brown-Boveri-Str. 25;13236;6618;39708
2207;63179;Obertshausen;Feldstr. 29;172146;57382;286910
2208;65795;Hattersheim;Im Boden 19;119232;59616;417312
2209;63755;Alzenau;Brentanostr. 7-8;33135;11045;66270
2210;65719;Hofheim/ Taunus-Wallau;Hessenstr. 2;72930;24310;243100
2211;65199;Wiesbaden-Dotzheim;Stegerwaldstr. 24;46431;15477;123816
2212;65205;Wiesbaden-Nordenstadt;Daimlerring 2;92904;46452;325164
2213;65451;Kelsterbach;Langer Kornweg 14-16;84094;42047;378423
2214;63512;Hainburg;Fasaneriestr. 1;159408;53136;425088
2215;65203;Wiesbaden-Biebrich;Friedrich-Bergius-Str. 1;132900;66450;598050
2216;63110;Rodgau-Hainhausen;Alfred-Delp-Str. 46;124096;62048;496384
2217;63825;Schöllkrippen;Aschaffenburger Str. 54-58;110850;55425;387975
2218;63303;Dreieich-Sprendlingen;Dieselstr. 15/17;199620;66540;465780
2219;63755;Alzenau-Hörstein;Industriegebiet Süd A 11;53256;17752;106512
2220;63500;Seligenstadt;Aschaffenburger Str. 82;62160;31080;155400
2221;55252;Mainz-Kastel;An der Helling 3;22210;11105;111050
2222;65439;Flörsheim;Wickerer Str. 33A;22220;11110;88880
2223;65343;Eltville;Weinhohle 1;60021;20007;100035
2224;65239;Hochheim;Frankfurter Str. 67;140112;46704;280224
2225;63128;Dietzenbach;Masayaplatz 3;13350;6675;40050
2226;55246;Mainz-Kostheim;Hochheimer Str. 103;80136;26712;133560
2227;63303;Dreieich-Dreieichenhain;Industriestr. 8;106896;53448;481032
2228;65462;Ginsheim-Gustavsburg;Am Kupferwerk 18;33420;11140;77980
2229;63110;Rodgau-Niederroden;Hainburger Str. 47;200610;66870;668700
2230;65428;Rüsselsheim;Darmstädter Str. 76;71360;35680;321120
2231;65428;Rüsselsheim;Adam-Opel-Str. 49;71392;35696;214176
2232;63225;Langen;Darmstädter Str. 64;8928;4464;26784
2233;64546;Mörfelden-Walldorf;Gerauer Str. 46-48;140679;46893;281358
2234;65366;Geisenheim;Industriestr. 5A;201060;67020;670200
2235;63768;Hösbach;Industriestr. 2;40230;20115;201150
2236;63322;Rödermark-Roden;Odenwaldstr. 71;8944;4472;40248
2237;63814;Mainaschaff;Johann-Dahlem-Str. 7;102902;51451;463059
2238;63773;Goldbach;Aschaffenburger Str. 10;26856;8952;89520
2239;65385;Rüdesheim;Europastr. 1;40302;20151;161208
2240;63741;Aschaffenburg;Lange Str. 3;80640;40320;282240
2241;63739;Aschaffenburg;Ernsthofstr. 24;161352;53784;322704
2242;64832;Babenhausen;Siemensstr. 1;134520;44840;313880
2243;63811;Stockstadt/ Main;Industriestr. 27;98692;49346;493460
2244;63808;Haibach;Würzburger Str. 59;125664;62832;376992
2245;64521;Groß-Gerau;Odenwaldstr. 2;13470;6735;53880
2246;63762;Großostheim;Raiffeisenstr. 11;175188;58396;583960
2247;64331;Weiterstadt;Im Rödling 2;98868;49434;296604
2248;64807;Dieburg;Frankfurter Str. 57;85424;42712;298984
2249;64289;Darmstadt-Kranichstein;Jägertorstr. 250;107952;53976;539760
2250;64293;Darmstadt;Gräfenhäuser Str. 44;72000;36000;324000
2251;64294;Darmstadt;Gräfenhäuserstr. 44;49522;24761;247610
2252;63834;Sulzbach am Main;Bahnhofsstr. 78;189168;63056;567504
2253;64846;Groß-Zimmern;Waldstr. 65;9012;4506;27036
2254;64347;Griesheim;Feldstr. 9-11;63112;31556;315560
2255;64295;Darmstadt;Eschollbrücker Str. 39;94710;31570;189420
2256;64823;Groß-Umstadt;Georg-August-Zinn-Str. 84;135360;67680;473760
2257;64650;Riedstadt-Wolfskehlen;Lise Meitner Str. 6;99308;49654;347578
2258;64560;Riedstadt-Wolfskehlen;Lise-Meitner-Str. 6;33870;11290;56450
2259;64372;Ober-Ramstadt;Bahnhofstr. 43;203310;67770;406620
2260;64367;Mühltal-Ramstadt;An der Flachsröße 2A;90400;45200;406800
2261;64319;Pfungstadt;Eberstädter Str. 134;90440;45220;406980
2262;63820;Elsenfeld;Bahnhofstr. 27;104052;52026;312156
2263;63785;Obernburg;Im Weidig 24;131254;65627;328135
2264;64401;Groß-Bieberau;Bahnhofstr. 80;22640;11320;113200
2265;64739;Höchst;Wernher-von-Braun-Str. 2-6;126840;63420;634200
2266;64342;Seeheim-Jugenheim;Friedrich-Ebert-Str. 64;13596;6798;61182
2267;67577;Alsheim;Gimbsheimer Str. 21;156423;52141;312846
2268;67577;Alsheim;Gimbsheimer Str. 71;104328;52164;417312
2269;64579;Gernsheim;Bensheimer Str. 5;113450;56725;397075
2270;63939;Wörth;Presentstr. 22;77180;38590;270130
2271;64665;Alsbach-Hähnlein;In der Pfarrtanne 10-12;177138;59046;472368
2272;64625;Bensheim-Auerbach;Darmstädter Str. 160;88608;29536;206752
2273;67574;Osthofen;Wonnegaustr. 6;40914;20457;122742
2274;64625;Bensheim-Innenstadt;Schwanheimer Str. 128;102330;34110;306990
2275;63927;Bürgstadt;Am Stadtweg 10;197925;65975;659750
2276;64711;Erbach;Carl-Benz-Str. 5;116076;38692;309536
2277;64658;Fürth;Erbacher Str. 45;127512;63756;382536
2278;67547;Worms;Dr. Otto-Röhm-Str. 3;118456;59228;533052
2279;67550;Worms-Herrnsheim;Dr.Carl-Sonnenschein-Str. 1;123066;61533;615330
2280;67292;Kirchheimbolanden;Hitzfeldstr. 4;20520;6840;54720
2281;64646;Heppenheim;Lilienthalstr. 3;136860;68430;684300
2282;68642;Bürstadt;Weidenweg 2;13692;4564;22820
2283;67547;Worms;Remeyerhofstr. 9;9132;4566;27396
2284;67549;Worms;Alzeyer Str. 23;75372;25124;150744
2285;67590;Monsheim;Robert-Bosch-Str. 4;31990;15995;95970
2286;67547;Worms;Klosterstr. 40;105156;52578;262890
2287;63916;Amorbach;Krummwiese 1;198969;66323;331615
2288;68623;Lampertheim;Gaußstr. 1-3;164736;54912;549120
2289;67806;Rockenhausen;Donnersbergstr.;89271;29757;297570
2290;69502;Hemsbach;Berliner Str. 5/2;137400;68700;549600
2291;69509;Mörlenbach;Jahnstr. 10;13746;4582;32074
2292;67806;Rockenhausen;Kaiserslauterer Str. 7;105432;52716;421728
2293;67742;Lauterecken;Saarbrücker Str. 11;18344;9172;55032
2294;67590;Monsheim;Am Bockenheimer Weg 4;110112;55056;330336
2295;67269;Grünstadt;Obersülzerstr. 19;73440;36720;257040
2296;68307;Mannheim-Sandhofen;Viernheimer Weg 78-80;185976;61992;433944
2297;69469;Weinheim;Mannheimer Str. 86-88;137820;45940;413460
2298;68307;Mannheim-Schönau;Lilienthalstr. 301-309;144774;48258;482580
2299;67227;Frankenthal;Wormser Str. 97;91960;45980;413820
2300;67304;Eisenberg;In den Geldäckern 2;119600;59800;598000
2301;68519;Viernheim;Heidelberger Str. 42;128856;64428;322140
2302;67069;Ludwigshafen-Oppau;Edigheimer Str. 137-139;124308;41436;331488
2303;68305;Mannheim-Waldhof;Speckweg 55-59;32242;16121;145089
2304;67227;Frankenthal;Schraderstr. 42;32256;16128;96768
2305;67245;Lambsheim;Weisenheimer Str. 37;110640;36880;258160
2306;68309;Mannheim-Käfertal;Koblenzer Str. 23;27672;13836;138360
2307;68542;Heddesheim;Schulze-Delitzsch-Str. 4;41526;13842;124578
2308;68167;Mannheim-Neckarstadt;Ulmenweg 47-49;129248;64624;646240
2309;68169;Mannheim-Neckarstadt;Dammstr. 1-3;115450;57725;577250
2310;67071;Ludwigshafen-Oggersheim;Flomersheimer Str. 15;32340;16170;113190
2311;67063;Ludwigshafen-Friesenheim;Industriestr. 10;110928;36976;258832
2312;68165;Mannheim-Tattersall;Schwetzinger Str. 6;106352;53176;531760
2313;68549;Ilvesheim;Feudenheimer Str. 61;106398;53199;319194
2314;68526;Ladenburg;Wallstadter Str. 61;124956;62478;437346
2315;67069;Ludwigshafen;Bruchwiesenstr. 301;74080;37040;370400
2316;67059;Ludwigshafen-West;Bruchwiesenstr. 301;138960;69480;694800
2317;68165;Mannheim-Schwetzingerstadt;Schwetzinger Str. 148-152;78778;39389;315112
2318;68163;Mannheim-Neuostheim;Seckenheimer Landstr. 230;69540;34770;208620
2319;69198;Schriesheim;Werner-von-Siemens-Str. 29;134502;67251;605259
2320;67677;Enkenbach-Alsenborn;Rosenhofstr. 54;180960;60320;361920
2321;67098;Bad Dürkheim;Bruchstr. 10;76593;25531;204248
2322;67065;Ludwigshafen-Mundenheim;Hoheloogstr. 12;174150;58050;522450
2323;67067;Ludwigshafen;Hoheloogstr. 12;153318;51106;408848
2324;68199;Mannheim-Neckarau;Neckarauer Str. 35/41;55776;18592;111552
2325;69412;Eberbach;Neuer Weg Nord 38;116250;58125;465000
2326;68535;Edingen-Neckarhausen;Flößerstr. 2;76758;25586;179102
2327;67112;Mutterstadt;Ludwigshafener Str. 52;32578;16289;130312
2328;66869;Kusel;Industriestr. 3;195552;65184;651840
2329;67731;Otterbach;Ziegelhütterstr. 67;20961;6987;41922
2330;69121;Heidelberg-Handschuhsheim;Fritz-Frey-Str. 21;90870;30290;151450
2331;68219;Mannheim-Rheinau;Rheinauer Ring 95;202797;67599;405594
2332;67122;Altrip;Ludwigsplatz 5;37312;18656;111936
2333;67125;Dannstadt-Schauernheim;Riedstr. 1;202971;67657;541256
2334;67117;Limburgerhof;Friedensau 15;107364;53682;536820
2335;66629;Freisen;Bahnhofstr. 54;84060;42030;378270
2336;67685;Weilerbach;Europastr. 3;60736;30368;212576
2337;69120;Heidelberg-Neuenheim;Brückenstr. 47;56088;28044;168264
2338;67655;Kaiserslautern;Mennonitenstr. 21;121576;60788;547092
2339;67657;Kaiserslautern;Mennonitenstr. 21;130984;65492;458444
2340;67146;Deidesheim;Buschweg Nord 2;56160;28080;196560
2341;68161;Mannheim-Innenstadt;R 1/ 4-6;18728;9364;74912
2342;69214;Eppelheim;Grenzhöferstr. 50;60892;30446;274014
2343;67655;Kaiserslautern;Augustastr. 60;70290;35145;175725
2344;68782;Brühl;Schwetzinger Str. 23;210960;70320;421920
2345;67659;Kaiserslautern;Vogelwoogstr. 40;161805;53935;431480
2346;67655;Kaiserslautern;Königstr. 119;147798;49266;246330
2347;68723;Schwetzingen;Borsigstr. 3;23470;11735;82145
2348;67105;Schifferstadt;Waldseer Str. 106;131488;65744;657440
2349;69126;Heidelberg-Rohrbach;Heinrich-Fuchs-Str. 98;197316;65772;460404
2350;68723;Schwetzingen;Hockenheimer Landstr. 4/7;47000;23500;235000
2351;67663;Kaiserslautern;Kurt-Schumacher-Str. 1;79934;39967;279769
2352;69124;Heidelberg-Kirchheim;Heuauer Weg 2;94080;47040;470400
2353;67459;Böhl-Iggelheim;Am Schwarzweiher 13;75296;37648;263536
2354;67466;Lambrecht;Beerentalstr. 1A;89452;44726;223630
2355;68775;Ketsch;Hockenheimer Str. 161;37680;18840;94200
2356;67454;Haßloch;Schillerstr. 16;148428;49476;346332
2357;69181;Leimen;Stralsunder Ring 29;91923;30641;214487
2358;69207;Sandhausen;Porschestr. 1;33012;16506;148554
2359;67433;Neustadt/ Weinstraße;Martin-Luther-Str. 62;103796;51898;259490
2360;69151;Neckargemünd;Kurpfalzstr. 32;49560;16520;148680
2361;66849;Landstuhl;Torfstr. 7;28332;14166;84996
2362;67433;Neustadt;Talstr. 14;191322;63774;318870
2363;67434;Neustadt/ Weinstraße;Talstr. 14;137054;68527;342635
2364;67346;Speyer;Iggelheimer Str. 20;113472;37824;340416
2365;66687;Wadern;Bahnhofstr. 20;99330;49665;496650
2366;67346;Speyer;Franz-Kirrmeier-Str. 24;42588;21294;191646
2367;67435;Neustadt/ Weinstraße-Lachen;Haßlocher Str. 55;92313;30771;246168
2368;66606;St.Wendel;August-Balthasar-Str. 10;99456;33152;265216
2369;69469;Speyer;Grundelbachstr. 20;63963;21321;127926
2370;66636;Tholey;St.Wendeler Str. 13;80580;40290;282030
2371;68766;Hockenheim;Lußheimer Str. 6;56904;28452;227616
2372;67346;Speyer;Else-Krieg-Str. 6;156552;52184;521840
2373;69190;Walldorf;Nußlocher Str. 10;21357;7119;56952
2374;66901;Schönenberg-Kübelberg;Am Kübelberg 1;99708;49854;299124
2375;68804;Altlußheim;Benzstr. 19;104500;52250;418000
2376;69168;Wiesloch;Bahnhofstr. 21;52272;26136;156816
2377;67354;Römerberg-Heiligenstein;Lingenfelder Str. 23;114096;38032;342288
2378;67480;Edenkoben;Luitpoldstr. 78;52316;26158;183106
2379;66679;Losheim;Haagstr. 14A;66612;33306;233142
2380;68789;St.Leon-Rot;Im Schiff 3;142800;71400;499800
2381;69242;Mühlhausen;In den Rotwiesen 2;19048;9524;95240
2382;68753;Waghäusel-Kirrlach;Bruchsaler Str. 20A;107190;35730;285840
2383;66450;Bexbach;Hochstr. 6;200172;66724;333620
2384;66540;Neunkirchen-Wiebelskirchen;Schillerstr. 38;207408;69136;414816
2385;66424;Homburg-Erbach;Robert-Bosch-Str. 5;114480;57240;457920
2386;66571;Eppelborn;Rathausstr. 112;47720;23860;238600
2387;67714;Waldfischbach;In der Schorbach 13;38192;19096;114576
2388;66538;Neunkirchen-Innenstadt;Bliesstr. 68;85968;28656;171936
2389;66557;Illingen;Illinger Str. 128;81226;40613;243678
2390;66822;Lebach;Auf dem Graben 12;200760;66920;669200
2391;66693;Mettlach-Orscholz;Zur Keltensiedlung 3;43038;14346;100422
2392;66578;Schiffweiler-Landsweiler;Kreisstr. 2-4;35880;11960;119600
2393;66424;Homburg;Am Stadtbad 1;19144;9572;47860
2394;66538;Neunkirchen-Innenstadt;Westspange 1;129276;43092;430920
2395;66589;Merchweiler;Quierschieder Str. 15;57480;19160;191600
2396;66976;Rodalben;Zweibrücker Str. 15;62296;31148;155740
2397;66583;Spiesen-Elversberg;Lindenstr. 3B;23970;11985;119850
2398;66663;Merzig;Rieffstr. 7A;139084;69542;556336
2399;66299;Friedrichsthal;Am Grubenbahnhof 7;71970;23990;215910
2400;66299;Friedrichsthal;Saarbrücker Str. 1C;72000;36000;288000
2401;66482;Zweibrücken-Niederauerbach;Sickingerhöhstr. 4;180075;60025;300125
2402;66953;Pirmasens;Zweibrücker Str. 116;208974;69658;626922
2403;66265;Heusweiler;Am Bahnhof;173016;57672;461376
2404;66386;St.Ingbert-Rohrbach;Industriestr. 2;129816;64908;454356
2405;66280;Sulzbach;Quierschieder Weg 3B;122655;40885;245310
2406;66793;Saarwellingen;Werner von Siemensstr. 1;166014;55338;387366
2407;66706;Perl;In der Dörrwiese 2;43326;21663;216630
2408;66763;Dillingen;Siemensstr. 2;202272;67424;606816
2409;66482;Zweibrücken-Ixheim;Etzelweg 219;166221;55407;554070
2410;66386;St.Ingbert;Oststr. 70;91580;45790;412110
2411;66954;Pirmasens;Arnulfstr. 68;135016;67508;675080
2412;66440;Blieskastel;Florianstr. 12;188136;62712;564408
2413;66386;St.Ingbert;Dudweiler Str. 103A;180975;60325;301625
2414;66292;Riegelsberg;Walter-Wagner-Platz 1;130356;43452;347616
